GenusSpecies	Gene	Occurances	Program	Database	Auto	Date
Klebsiella pneumoniae	oqxB	2416	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-15	2781	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-158	1938	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-14	132	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	rmtB1	519	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	tet(G)	36	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	floR2	36	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA12	2078	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-2	1568	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	tet(B)	231	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	cmlA1	274	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB10	178	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB26	113	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-3	1174	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-122	93	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-172	72	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-205	121	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-76	76	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxA3	195	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB11	222	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrB1	1131	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA14	2206	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-110	176	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	floR	325	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aph(4)-Ia	260	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(3)-IVa	265	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaDHA-1	196	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrB4	203	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	arr-3	431	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Ib-cr5	130	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA21	7	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Ib'	245	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA8	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-106	634	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSCO-1	79	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-208	64	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-33	80	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	ble_Tn5	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aph(3')-IIa	18	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCMY-6	27	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	rmtC	74	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaNDM-1	505	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	ble-MBL	608	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrB9	23	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Ib11	21	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-36	87	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaLAP-2	281	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB14	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	catA2	536	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxA8	160	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aadA5	117	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-2	69	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-11	478	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	fosA5	534	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	sul3	300	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-7	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aphA16	16	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-105	18	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaLAP-1	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaFOX-5	8	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	catB11	18	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-24	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaVEB-3	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(3)-IId	599	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	arr-2	324	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	catB	201	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	rmtF1	174	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-26	96	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxA9	164	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-27	124	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxA7	160	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-81	50	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB24	245	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-215	129	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-1	219	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-80	19	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-152	6	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB21	13	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-211	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB16	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB32	689	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-145	21	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	sat2_gen	106	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA15	79	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	cmlA4	22	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-2	77	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	rmtG	12	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-62	30	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB31	25	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aph(2'')-IIa	17	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Im	17	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-207	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	ere(B)	15	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-55	38	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-98	129	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-179	421	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA26	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-42	8	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-25	10	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB13	65	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Ib3	138	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-663	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrB19	82	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-4	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(3)-Ib	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-212	340	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-5	20	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-209	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-IIc	46	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(3)-II	36	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	arr-269927220	36	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Il	44	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-12	13	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-33	10	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aadA12	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aadA22	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-90	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-32	15	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-10	106	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-41	11	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCMY-2	34	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-40	66	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	msr(E)	315	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mph(E)	315	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(3)-I	13	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-178	6	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA5	104	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-219	14	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB6	24	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aph(3')-VI	114	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	armA	322	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	ere(A)	77	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-232	382	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrB6	131	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aadA16	316	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA27	318	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaGES-14	11	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	arr-8	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-29	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA16	19	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Iq	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	arr-5	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-15	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-29	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aacA34	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaIMP-14	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-107	22	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA17	110	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-1	16	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-206	19	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-119	7	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-52	12	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Ib-cr4	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB27	12	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aadA8	6	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-79	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Ib-cr7	7	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(3)-VIa	44	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	erm(B)	128	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaNDM-5	83	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-63	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	rmtH	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-2	13	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-37	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-86	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-65	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrB2	22	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-3	84	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-133	6	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-101	55	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-98	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA10	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-213	8	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-30	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-181	73	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaNDM-7	28	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaVIM-1	68	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Ib4	62	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaVIM-27	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-245	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aph(3')-VIa	21	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-162	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-216	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mcr-9.1	51	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-436	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaVEB-9	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaLEN-22	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-223	36	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaGES-11	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrB3	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrA7	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mcr-1.2	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaIMP-4	22	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-2	12	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA23	8	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaVEB-1	17	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-9	59	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrB91	30	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA30	97	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCMY-4	25	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaVIM-19	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aph(3')-VIb	21	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCMY-16	37	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA25	28	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	erm(42)	34	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrE1	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-59	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	rmtF2	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSFO-1	7	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-65	430	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	fosA3	190	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-135	13	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mcr-1.1	48	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-30	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCMY-94	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	tet(W)	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-IIa	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB18	50	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mcr-8.2	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaIMP-1	45	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	cmlA10	13	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aadA17	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-235	49	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-189	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-31	6	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-8	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-32	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-77	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-108	35	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-155	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-8	7	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB5	55	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCMY-121	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-96	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA18	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	tet(C)	13	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	bleO	34	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-204	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-63	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	tet(X)	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-225	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mef(B)	12	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mcr-3.26	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mcr-3.1	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mcr-3.21	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mcr-3.23	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aacA16	8	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	lnu(F)	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxA2	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-244	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaEC-18	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOKP-B-2	16	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	catB2	38	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aph(3')-XV	12	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-519	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA7	39	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-31	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-182	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA35	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	tet(M)	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-199	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrB52	23	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-27	44	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-33	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-12	6	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaNDM-9	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-12	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-Ian	15	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(2')-IIa	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mph(B)	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aadA10	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-96	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-47	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aacA38	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxA4	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aacA56	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB22	7	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfr7	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	bla-A	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	rmtE1	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaVIM-24	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-213	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-4	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaNDM-4	7	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrB1	23	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-79	6	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-224	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-116	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-134	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaNDM-6	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaNDM-19	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-59	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-121	26	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	aac(6')-set_A	38	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	ble-Sh	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	catB6	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaGES-24	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	oqxB15	11	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaLEN-25	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaMOX-1	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCMY-8	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-62	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-26	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-200	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-33	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA3b	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-40	7	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-204	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	fosA7	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-220	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaTEM-176	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKLUC-2	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrA6	16	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-25	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-21	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	vanX-A	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	vanA	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	vanH-A	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	vanS-A	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	vanR-A	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	vanZ-A	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	vanY-A	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	spw	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	lsa(E)	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	lnu(B)	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	tet(L)	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrG	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	catB8	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	dfrA22	6	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-90	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-141	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	arr	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-226	6	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrVC1	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaIMP-26	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-51	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrVC4	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-517	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-104	2	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	cfr	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-82	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-147	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOKP-A-8	3	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOKP-B	12	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOKP-A-5	15	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	mcr-8.1	19	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOXA-796	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	qnrB68	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaVIM-29	4	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-28	5	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-224	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaOKP-B-23	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-17	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-202	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-185	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaDHA-25	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaKPC-6	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaIMP-6	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-61	17	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-164	9	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaCTX-M-68	1	abricate	ncbi	auto	20191102
Klebsiella pneumoniae	blaSHV-193	2	abricate	ncbi	auto	20191102
